
Product,Price,Location,Price
JUAL RUMAH BARU SPEK MEWAH,Rp 400.000.888,"Banyumanik, Semarang Kota",2 KT - 1 KM - 36 m2
RUMAH VILLA PUDAK PAYUNG BANYUMANIK,Rp 380.000.000,"Banyumanik, Semarang Kota",2 KT - 1 KM - 42 m2
Dikontrakkan Rumah bagus full  prabot,Rp 38.611.000,"Mijen, Semarang Kota",3 KT - 2 KM - 120 m2
"DIJUAL RUMAH ASRI LINGKUNGAN SEJUK, 5 MENIT KE JALAN PROTOKOL",Rp 1.135.000.000,"Ungaran Barat, Semarang Kab.",4 KT - 3 KM - 200 m2
Golden Flower Legok Tipe Chrysant,Rp 826.000.000,"Karang Tengah, Demak Kab.",3 KT - 2 KM - 47 m2
Rumah murah mijen BSB,Rp 210.000.000,"Mijen, Semarang Kota",2 KT - 1 KM - 30 m2
Jual MURAH!! rumah di forest hill BSB City LT 211m2 ( owner langsung),Rp 950.000.000,"Ngaliyan, Semarang Kota",2 KT - 1 KM - 37 m2
Golden Flower Legok Tipe Chamomile,Rp 679.000.000,"Karang Tengah, Demak Kab.",2 KT - 1 KM - 36 m2
Dijual Rumah Manis Minimalis,Rp 850.000.000,"Kaliwungu, Kendal Kab.",2 KT - 1 KM - 55 m2
Aman Nyaman Strategis,Rp 625.000.000,"Ungaran Timur, Semarang Kab.",4 KT - 1 KM - 90 m2
Jual rumah dgn pekarangan luas pinggir Jalan Utama Tampingan Boja SMG,Rp 3.750.000.000,"Boja, Kendal Kab.",4 KT - 2 KM - 200 m2
Golden Flower Legok Tipe Amaryllis Premium,Rp 532.000.000,"Karang Tengah, Demak Kab.",2 KT - 1 KM - 31 m2
"Rumah Ciledug Indah 2, 2 Lt.  Semi Furnished (SHM) + Full Renov",Rp 1.000.000.000,"Karang Tengah, Demak Kab.",4 KT - 1 KM - 220 m2
Golden Flower Legok Tipe Amaryllis Basic,Rp 452.000.000,"Karang Tengah, Demak Kab.",1 KT - 1 KM - 21 m2
JUAL RUMAH TYPE 36/72,Rp 1.945.000,"Kaliwungu, Kendal Kab.",2 KT - 1 KM - 36 m2
Golden Flower Legok Tipe Daisy Lite,Rp 717.000.000,"Karang Tengah, Demak Kab.",2 KT - 1 KM - 48 m2
RUMAH CLUSTER NYAMAN,Rp 32.000.000,"Ngaliyan, Semarang Kota",3 KT - 2 KM - 160 m2
Pondok Beji Asri Type 36/60  Rp.300jt,Rp 300.000.000,"Ungaran Timur, Semarang Kab.",2 KT - 1 KM - 36 m2
Rumah 2 Lantai Perumahan Taman Kayangan Boja Mijen Semarang,Rp 680.000.000,"Mijen, Semarang Kota",2 KT - 2 KM - 65 m2
Hunian Siap Huni 2Lt Kedaton BSB City Hilago Beranda Bali Unika Miles,Rp 1.400.000.050,"Ngaliyan, Semarang Kota",3 KT - 2 KM - 85 m2
Rumah nyaman di komplek,Rp 485.000.000,"Ungaran Barat, Semarang Kab.",2 KT - 1 KM - 80 m2
rumah siap huni depan taman serena hills citraland BSB,Rp 1.300.000.000,"Mijen, Semarang Kota",3 KT - 2 KM - 68 m2
Graha taman pelangi bsb,Rp 2.700.000.000,"Mijen, Semarang Kota",4 KT - 3 KM - 170 m2
Rumah Murah Exslusive Desain GSA TOWN HOUSE Lokasi Premium Strategis,Rp 350.000.000,"Kaliwungu, Kendal Kab.",3 KT - 2 KM - 55 m2
Jual Rmh Ngaliyan Kota Semarang,Rp 440.000.000,"Ngaliyan, Semarang Kota",3 KT - 2 KM - 150 m2
Rumah Kekinian Pucang Gading Full Renov Siap Huni,Rp 330.000.000,"Demak, Demak Kab.",3 KT - 1 KM - 40 m2
Rumah Exclusive Murah di Tengah Kota Salatiga,Rp 500.000.000,"Sidorejo, Salatiga Kota",2 KT - 1 KM - 53 m2
Jual Tanah bonus rumah,Rp 5.500.000.000,"Kudus Kota, Kudus Kab.",2 KT - 2 KM - 275 m2
Rumah dikontrakkan,Rp 15.000.000,"Kudus Kota, Kudus Kab.",5 KT - 2 KM - 100 m2
DIJUAL CEPAT RUMAH PINGGIR JALAN RAYA SALATIGA - DADAPAYAM 295 JT NEGO,Rp 295.000.000,"Sidomukti, Salatiga Kota",2 KT - 1 KM - 100 m2
Jual Rumah Salatiga Kota Strategis,Rp 1.700.000.000,"Sidorejo, Salatiga Kota",7 KT - 2 KM - 200 m2
Rumah siap huni,Rp 2.500.000.000,"Sidorejo, Salatiga Kota",8 KT - 3 KM - 250 m2
Rumah Besar Mewah Murah Nego Di Pengkol,Rp 460.000.000,"Jepara, Jepara Kab.",3 KT - 2 KM - 180 m2
Rumah Mewah di Kota Dingin,Rp 1.100.000.000,"Argomulyo, Salatiga Kota",3 KT - 2 KM - 180 m2
DI KONTRAKAN ATAU DISEWAKAN RUMAH BESERTA ISI NYA SIAP HUNI,Rp 45.000.000,"Kudus Kota, Kudus Kab.",4 KT - 3 KM - 180 m2
Rumah strategis dan asri,Rp 356.800.000,"Sidomukti, Salatiga Kota",2 KT - 1 KM - 36 m2
DIjual Perumahan  Type 45/86 Hanya 400 Jutaan di Graha Arimbi Salatiga,Rp 400.000.000,"Sidomukti, Salatiga Kota",2 KT - 1 KM - 45 m2
Rumah Mewah Puri Nirwana Cluster,Rp 500.000.000,"Demak, Demak Kab.",2 KT - 1 KM - 45 m2
DIJUAL Rumah Mewah di Salatiga LT.2,Rp 1.100.000.000,"Sidomukti, Salatiga Kota",4 KT - 3 KM - 244 m2
Apartemen Royal Panakkukang (balkon & sudut) disewakan,Rp 6.500.000,"Panakkukang, Makassar Kota",2 KT - 1 KM - 45 m2
perumahan cluster royal,Rp 55.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 120 m2
DIJUAL RUMAH lantai 2,Rp 1.500.000.000,"Rappocini, Makassar Kota",3 KT - 3 KM - 160 m2
Jual rumah 1 lt luas 90m Daerah Tanjung Makassar,Rp 420.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 60 m2
Rumah br  mewah minimalis sistem cluster murah sktr hertsning Areopala,Rp 459.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 36 m2
Rumah sktr alauddin dkt unismuh dan Unm makassar mewah minimalis,Rp 475.000.000,"Makassar, Makassar Kota",2 KT - 2 KM - 70 m2
Rumah baru mewah minimalis 3 kt dan 2km murah sktr Alauddin,Rp 675.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 100 m2
"Rumah baru 1,5 lantai sktr jl.Pendidikan Raya dkt UNM Pe",Rp 1.000.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 120 m2
"Dijual rumah mewah sekitar jalan Andi Tonro, jalan Kumala",Rp 10.000.000.000,"Makassar, Makassar Kota",8 KT - 5 KM - 463 m2
"Dijual rumah sekitar jalan Abdullah daeng sirua, Abdesir makassar",Rp 2.500.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 150 m2
"Dijual rumah sekitar jalan Urip Sumoharjo,  Makassar",Rp 5.500.000.000,"Bontoala, Makassar Kota",5 KT - 2 KM - 162 m2
"Dijual rumah sekitar jalan pajjaiang, sanrangan sudiang, Biringkanaya",Rp 500.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 165 m2
Rumah tengah kota harga terjangkau,Rp 45.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 0 m2
"Rumah BTN Asabri, murah dan layak huni",Rp 175.000.000,"Manggala, Makassar Kota",2 KT - 1 KM - 36 m2
Summarecon Mutiara Makassar,Rp 1.300.000.000,"Makassar, Makassar Kota",2 KT - 2 KM - 73 m2
Cluster baru harga perdana,Rp 389.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 39 m2
Cluster Utopia by FKSland,Rp 600.000.000,"Makassar, Makassar Kota",2 KT - 2 KM - 84 m2
Rumah tengah kota makassar,Rp 897.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 75 m2
Rumah mewah tengah kota,Rp 727.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 45 m2
DIJUAL RUKO STRATEGIS 2 LANTAI,Rp 1.250.000.000,"Mariso, Makassar Kota",1 KT - 2 KM - 170 m2
Jual Rumah siap huni,Rp 285.000.000,"Tamalate, Makassar Kota",2 KT - 1 KM - 30 m2
Jual Rumah Pribadi di Makassar Bukit Baruga,Rp 920.000.000,"Tallo, Makassar Kota",3 KT - 2 KM - 88 m2
Rumah daerah Pasar Butung - NEGO SAMPAI DEAL,Rp 8.000.000.000,"Makassar, Makassar Kota",4 KT - 4 KM - 266 m2
FKSland Cluster Alamanda,Rp 699.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 76 m2
Rumah mewah pusat kota Makassar,Rp 700.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 75 m2
Citraland Tallasa City Makassar,Rp 717.000.000,"Makassar, Makassar Kota",4 KT - 4 KM - 276 m2
MAKASSAR'S FIRST RESORT HOME,Rp 1.800.000.000,"Makassar, Makassar Kota",4 KT - 4 KM - 133 m2
Perumahan sudsidi dekat makassar,Rp 156.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 36 m2
Beli sekarang pindah sekarang,Rp 1.875.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 100 m2
Rumah siap huni tinggal 1 unit,Rp 756.520.000,"Makassar, Makassar Kota",3 KT - 2 KM - 62 m2
CLUSTER ALEXANDRITE HUNIAN MEWAH DEKAT UNHAS MAKASSAR,Rp 4.410.000.000,"Makassar, Makassar Kota",5 KT - 4 KM - 267 m2
Claster Anging Mammiri rumah Mewah,Rp 1.363.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 69 m2
Dijual Murah Rumah 2 Lantai 10x40 Tengah Kota Jl. Bontoduri,Rp 1.900.000.000,"Rappocini, Makassar Kota",4 KT - 3 KM - 200 m2
"Dikontrakkan Rumah 4KT 2KM Komp BTN Tabaria, Dekat ST Alauddin",Rp 20.000.000,"Manggala, Makassar Kota",4 KT - 2 KM - 100 m2
Jual Rumah 3LT Dekat Mesjid Jl. Hertasning 5KT 4KM 2 Garasi,Rp 1.300.000.000,"Manggala, Makassar Kota",5 KT - 4 KM - 210 m2
RUMAH _ MEWAH DEKAT MALL PANAKKUKANG MAKASSAR,Rp 1.363.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 69 m2
Jual Rumah Citraland Celebes Cluster Blue Sapphire Type Sudut,Rp 3.400.000.000,"Panakkukang, Makassar Kota",4 KT - 3 KM - 360 m2
RUMAH LOKASI 4MENIT DARI SWALAYAN SATU SAMA HERTASNING¥,Rp 625.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 50 m2
RUMAH MINIMALIS DEKAT SATU SAMA SWALAYAN HERTASNING≥,Rp 823.000.000,"Makassar, Makassar Kota",3 KT - 1 KM - 55 m2
Disewa New Unit Apartment Vida View Makassar,Rp 1.750.000,"Panakkukang, Makassar Kota",1 KT - 1 KM - 24 m2
Rumah strategis,Rp 2.700.000.000,"Panakkukang, Makassar Kota",>10 KT - 8 KM - 200 m2
[DIJUAL CEPAT] Rumah tinggal dalam kota sekitar Alauddin,Rp 649.000.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 80 m2
Disewakan Apartment Cantik dan luas,Rp 450.000,"Mariso, Makassar Kota",2 KT - 1 KM - 45 m2
RUMAH CANTIK STRATEGIS DEKAT KAMPUS DAN RUMAH SAKIT,Rp 713.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 38 m2
Rumah 2 lantai type 69 3 kamar depan Citraland Hertasning,Rp 610.000.000,"Rappocini, Makassar Kota",3 KT - 2 KM - 69 m2
Rumah 2 lantai type 80 4 kamar Siap huni belakang SPBU veteran selatan,Rp 775.000.000,"Mamajang, Makassar Kota",4 KT - 2 KM - 80 m2
RUMAH LT 105m² DEKAT INDOGROSIR MAKASSAR¢,Rp 720.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 69 m2
"Rumah muhajirin V dekat mallengkeri , alauddin , daeng tata , dangko",Rp 1.000.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 140 m2
"Rumah green leaf jl bontolanra dkt landak , veteran , tengah kota mks",Rp 1.550.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 110 m2
"Rumah green mansion jl kerung² dkt veteran , latimojong , salahutu",Rp 2.150.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 140 m2
RUMAH LT. 3 DI TANJUNG BUNGA,Rp 850.000.000,"Tamalate, Makassar Kota",4 KT - 2 KM - 90 m2
Rumah Tallasa City Type 3 Kamar Tidur Kota Makassar,Rp 772.000.000,"Makassar, Makassar Kota",3 KT - 1 KM - 49 m2
Rumah 2 Lantai Griya Permata Lestari sudiang Dekat Polda Makassar,Rp 720.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 69 m2
"Jual rumah tengah kota makassar, belakang kantor samsat sulsel",Rp 4.000.000.000,"Tamalate, Makassar Kota",4 KT - 3 KM - 250 m2
Rumah Type 36 Samata Batas Antang Makassar kota,Rp 412.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 36 m2
Disewakan Rumah tinggal (rd),Rp 45.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 90 m2
"Jual Cepat Apartmen Vida View Type Studio Hadap Kolam, Incl Pajak Dll",Rp 310.000.000,"Panakkukang, Makassar Kota",1 KT - 1 KM - 21 m2
RUMAH 2 LANTAI + Perabotan,Rp 950.000.000,"Rappocini, Makassar Kota",5 KT - 3 KM - 0000000 m2
Disewakan  harian Apartemen vidaview 2 BR Free Wifi Indihome,Rp 450.000,"Tallo, Makassar Kota",2 KT - 1 KM - 34 m2
SUPER DUBER MUMER MAPALA PASARAN SITU TDK DI BAWAH 1Myl,Rp 685.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 112 m2
Dijual rumah beserta perabot bonus Mobil Toyota Rush,Rp 1.750.000.000,"Manggala, Makassar Kota",5 KT - 4 KM - 150 m2
Jual Rumah Bougenville,Rp 5.100.000.000,"Panakkukang, Makassar Kota",4 KT - 4 KM - 380 m2
Rumah 2 Lantai Semi Villa Mewah Murah SYARIAH TANPA BANK,Rp 650.000.000,"Rappocini, Makassar Kota",3 KT - 2 KM - 195 m2
Di Jual Rumah Lokasi Strategis,Rp 650.000.000,"Manggala, Makassar Kota",3 KT - 2 KM - 126 m2
"Dijual Rumah Elysium Full FURNISH MEWAH,Tanjung Bunga",Rp 3.500.000.000,"Tamalate, Makassar Kota",4 KT - 4 KM - 336 m2
Dijual Rumah Alyssum Tanjung Bunga,Rp 525.000.000,"Tamalate, Makassar Kota",2 KT - 1 KM - 36 m2
Dikontrakan 500 Jt per tahun nego,Rp 500.000.000,"Ujung Pandang, Makassar Kota",4 KT - 3 KM - 1102 m2
Rumah murah hunian strategis Bebas banjir,Rp 625.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 50 m2
Rumah Type 63/90 Moncongloe belakang BTP Tamalanrea makassar,Rp 450.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 63 m2
Jual rumah 2 lantai tengah kota makassar,Rp 780.000.000,"Mariso, Makassar Kota",2 KT - 3 KM - 100 m2
Rumah Type 155 Kumala - dg Tata makassar,Rp 1.875.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 155 m2
RUMAH BARU LOKASI DEKAT MALL PANAKKUKANG,Rp 1.363.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 69 m2
Jual rumah mewah luas 450m tengah kota makassar,Rp 3.500.000.000,"Mariso, Makassar Kota",4 KT - 4 KM - 400 m2
Jual Rumah 2 Lantai,Rp 2.500.000.000,"Manggala, Makassar Kota",4 KT - 2 KM - 200 m2
Rumah 2 lantai Siap huni Type 80 belakang SPBU veteran selatan,Rp 775.000.000,"Mamajang, Makassar Kota",4 KT - 2 KM - 80 m2
Rumah Poros Tn.abdul Razak - Hertasning baru Gowa type 3 kmr,Rp 823.000.000,"Makassar, Makassar Kota",3 KT - 1 KM - 55 m2
Rumah Siap Huni alauddin 3 kmr tdur Kota Makassar,Rp 650.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 54 m2
Perumahan Bakri Brother 1,Rp 550.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 54 m2
Dijual rumah strategis,Rp 350.000.000,"Panakkukang, Makassar Kota",2 KT - 2 KM - 96 m2
Barombong Makasar pinggir jalan,Rp 473.850.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 45 m2
Rolling Hills makassar,Rp 1.616.581.800,"Tamalate, Makassar Kota",3 KT - 3 KM - 76 m2
RMH TODOPULI 10 RAYA,Rp 675.000.000,"Rappocini, Makassar Kota",3 KT - 2 KM - 60 m2
Perumahan Mustika Mulia,Rp 1.500.000.000,"Tallo, Makassar Kota",3 KT - 3 KM - 96 m2
Dijual rumah tanpa prantara,Rp 350.000.000,"Manggala, Makassar Kota",3 KT - 2 KM - 84 m2
Mewah Poros Hertasning kota Makassar,Rp 1.363.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 69 m2
Perumahan New Graha Dahlan,Rp 450.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 57 m2
Perumahan Graha hermina,Rp 355.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 54 m2
Perumahan Bukit Cahaya Manggala antang,Rp 365.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 58 m2
Disewakan Apartmen Royal Panakukang Full Furnish Hadap Kolam,Rp 6.500.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 45 m2
Perumahan Kupa Royal Park,Rp 325.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 42 m2
Perumahan kupa park city,Rp 156.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 36 m2
Ruko Benteng Mutiara,Rp 275.000.000,"Tallo, Makassar Kota",1 KT - 1 KM - 36 m2
Ruko Benteng Mutiara,Rp 156.000.000,"Tallo, Makassar Kota",2 KT - 1 KM - 36 m2
Mewah lokasi Pao pao poros Mustafa Dg bunga,Rp 488.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 40 m2
Rumah 2LT 4KT 3KM Jl. Emysaelan 3 Mini Cluster Dekat Kampus UNM,Rp 850.000.000,"Rappocini, Makassar Kota",4 KT - 3 KM - 130 m2
"Dijual Rumah 2 lantai, depan Mall Trans  Makassar",Rp 1.600.000.000,"Tamalate, Makassar Kota",3 KT - 3 KM - 76 m2
Rumah sudiang Makassar Type 57/78 dekat Bandara Makassar,Rp 450.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 57 m2
Sewa Apartment VidaView 2Br Free Wifi Indihome,Rp 450.000,"Tallo, Makassar Kota",2 KT - 1 KM - 34 m2
Halmin Residence Penjualan Tahap Akhir,Rp 1.180.000.000,"Rappocini, Makassar Kota",2 KT - 3 KM - 70 m2
Disewakan harian apartemen vidaview(uk studio)Free Wifi Indihome,Rp 350.000,"Tallo, Makassar Kota",1 KT - 1 KM - 24 m2
Rumah di Pusat Kota Makassar ada Pool Cocok untuk Kantor Usaha Bisnis,Rp 19.500.000.000,"Rappocini, Makassar Kota",7 KT - 7 KM - 1000 m2
Rumah Perintis KM CitraLand Kota Makassar,Rp 1.082.000.000,"Makassar, Makassar Kota",2 KT - 2 KM - 60 m2
RUMAH 2LANTAI DIJUAL LANGSUNG LOKASI BUKIT BARUGA MAKASSAR,Rp 1.500.000.000,"Makassar, Makassar Kota",4 KT - 2 KM - 137 m2
HUNIAN BARU SISA 2 UNIT 6MENIT DARI SEKOLAH AL -AZHAR HERTASNING,Rp 625.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 050 m2
Ruko dengan tanah luas,Rp 2.000.000,"Manggala, Makassar Kota",2 KT - 2 KM - 100 m2
RUMAH SIAP HUNI AREA TANJUNG,Rp 4.900.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 270 m2
Jual rugi perumahan dosen unhas gowa bonus dapur .dll,Rp 270.000.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 84 m2
Rumah sktr hertasning areopala dkt area kantor dan bisnis,Rp 650.000.000,"Makassar, Makassar Kota",4 KT - 4 KM - 180 m2
Rumah baru mewah minimalis cluster murah strategis dkt poros Pettarani,Rp 650.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 48 m2
HUNIAN TERBARU 2LANTAI DEKAT SWALAYAN SATU SAMA HERTASNING¢,Rp 735.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 060 m2
PERUM BTN TIRASA,Rp 500.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 60 m2
Dijual Rumah Kos daerah Mappaoddang,Rp 1.400.000.000,"Tamalate, Makassar Kota",9 KT - 3 KM - 210 m2
Rumah Baru.Siap Huni,Rp 987.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 120 m2
Royal Spring Hertasning Baru 6x12. 2KT 1KM Blok A,Rp 550.000.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 45 m2
"Subsidi Siap Huni Lekopancing Maros, Hanya 4.3jt All In",Rp 156.500.000,"Rappocini, Makassar Kota",2 KT - 1 KM - 36 m2
Rumah Jantung Kota Makassar Jl. Sungai Saddang Security 24H,Rp 1.400.000.000,"Rappocini, Makassar Kota",5 KT - 4 KM - 150 m2
Jual Murah Rumah Citraland Celebes Cluster Golden Garnet+Kolam Renang,Rp 3.700.000.000,"Rappocini, Makassar Kota",4 KT - 4 KM - 300 m2
Dijual cepat Rumah siap huni,Rp 550.000.000,"Manggala, Makassar Kota",2 KT - 2 KM - 77 m2
Rumah cluster siap huni tanjung bunga,Rp 680.000.000,"Tamalate, Makassar Kota",3 KT - 2 KM - 65 m2
Masih Nego Jual Cepat Rumah Dua Lantai,Rp 435.000.000,"Manggala, Makassar Kota",3 KT - 2 KM - 72 m2
Rumah Tinggal 2 Lantai Adem,Rp 1.825.000.000,"Rappocini, Makassar Kota",5 KT - 3 KM - 220 m2
"Rumah BPS 1 Sudiang 3KT 2KM Cash Only, Dijamin Bebas Banjir",Rp 415.000.000,"Panakkukang, Makassar Kota",3 KT - 2 KM - 80 m2
"Vida View 2BR Unit Kosongan Tower A, Termurah Harga Normal 700jtan",Rp 475.000.000,"Panakkukang, Makassar Kota",2 KT - 1 KM - 34 m2
Rumah type 45 Bonus kanopi dan Pagar antang depan SMA 10 makassar,Rp 500.000.000,"Makassar, Makassar Kota",2 KT - 1 KM - 45 m2
RUMAH MEWAH FASILITAS KOLAM RENANG DEKAT UNHAS MAKASSAR,Rp 4.410.000.000,"Makassar, Makassar Kota",5 KT - 4 KM - 266 m2
Rumah 3 lantai Harga 2 lantai Hertasnin baru Makassar,Rp 950.000.000,"Rappocini, Makassar Kota",4 KT - 3 KM - 118 m2
RUMAH 2LANTAI KELEBIHAN TANAH PANJANG LOKASI HERTASNING,Rp 1.363.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 69 m2
RUMAH MINIMALIS [LOKASI STRATEGIS] HANYA 5MENIT KE KANTOR BUPATI GOWA,Rp 625.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 050 m2
Rumah Tinggal LT 557 LB 195 di Komplek BPH Alauddin Makassar,Rp 2.200.000.000,"Tamalate, Makassar Kota",5 KT - 3 KM - 195 m2
"rumah puri taman sari toddopuli dkt pengayoman , borong , panakukkang",Rp 1.400.000.000,"Panakkukang, Makassar Kota",4 KT - 4 KM - 170 m2
Apartemen royal 3 kamar dkt vidaview jl boulevard lengkap + perabot,Rp 1.000.000.000,"Makassar, Makassar Kota",3 KT - 1 KM - 90 m2
"CitraLand City Makassar (Waterfront CBD) - DP 1.9 M 3x, Angs 64  Jt",Rp 9.619.000.000,"Makassar, Makassar Kota",5 KT - 5 KM - 343 m2
DIJUAL RUMAH 2 LANTAI DENGAN TEMPAT USAHA DAN KOS,Rp 1.430.000.000,"Rappocini, Makassar Kota",10 KT - 6 KM - 280 m2
Rumah full bangunan harga nego,Rp 1.200.000.000,"Makassar, Makassar Kota",5 KT - 3 KM - 130 m2
Rumah harga murah ditengah kota,Rp 750.000.000,"Makassar, Makassar Kota",3 KT - 2 KM - 80 m2
Rumah mewah harga nego,Rp 2.500.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 176 m2
Rumah ditengah kota masih nego,Rp 1.000.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 100 m2
Rumah di komp delta tamangapa,Rp 460.000.000,"Manggala, Makassar Kota",2 KT - 2 KM - 70 m2
Apartemen vidaview 2 BR,Rp 6.000.000,"Panakkukang, Makassar Kota",2 KT - 1 KM - 35 m2
Dusewakan/jual.Rumah cantik dan lokasi strategis,Rp 65.000.000,"Panakkukang, Makassar Kota",6 KT - 6 KM - 245 m2
Disewakan Rumah lengkap dengan perabot di Kota Makassar,Rp 32.000.000,"Rappocini, Makassar Kota",4 KT - 3 KM - 100 m2
DIJUAL CEPAT RUMAH 2LANTAI TENGAH KOTA,Rp 2.900.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 306 m2
Rumah mewah harga terjangkau full renov,Rp 2.500.000.000,"Makassar, Makassar Kota",4 KT - 2 KM - 306 m2
PERUMAHAN SISA 1UNIT LOKASI 5MENIT KE SEKOLAH AL AZHAR HERTASNING,Rp 735.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 60 m2
"Perumahan murah bisa cicil Developer,Kes dapat Diskon",Rp 645.000.000,"Panakkukang, Makassar Kota",3 KT - 2 KM - 70 m2
"Paling Murah perumahan baru dekat MP, RS Hermina dan SMA 5",Rp 425.000.000,"Manggala, Makassar Kota",3 KT - 1 KM - 50 m2
"Jual Rumah Pribadi, Kompleks Bukit Baruga, 2 Tingkat, LB 200, LT 225",Rp 2.500.000.000,"Manggala, Makassar Kota",4 KT - 2 KM - 200 m2
Rumah jual 2 Lantai konsep rumah tropis,Rp 1.650.000.000,"Panakkukang, Makassar Kota",4 KT - 3 KM - 165 m2
Rumah dijual tengah kota makassar,Rp 1.300.000.000,"Mariso, Makassar Kota",5 KT - 1 KM - 100 m2
Rumah di jual bebas banjir dan aman di tengah kota makassar,Rp 1.700.000.000,"Mamajang, Makassar Kota",5 KT - 3 KM - 144 m2
Rumah di sewakan pertahun di taman toraja tanjung Bunga makassar,Rp 25.000.000,"Tamalate, Makassar Kota",2 KT - 1 KM - 95 m2
di jual ruko murah 700jt nego sampe deal ukuran 4x13,Rp 700.000.000,"Ujung Pandang, Makassar Kota",2 KT - 1 KM - 1 m2
Di sewakan cepat rumah dua lantai dekat PASAR BUTUNG,Rp 25.000.000,"Wajo, Makassar Kota",2 KT - 2 KM - 36 m2
Rolling Hills Makassar samping Mall TSM,Rp 1.709.000.000,"Tamalate, Makassar Kota",3 KT - 3 KM - 77 m2
RUMAH 2LANTAI KEREN LOKASI 4MENIT DARI SWALAYAN SATU SAMA HERTASNING,Rp 735.000.000,"Makassar, Makassar Kota",3 KT - 3 KM - 060 m2
Sewa  untuk rumah/Kantor  Jl.. Pengayoman/Mawar   Panakkukang Mas,Rp 30.000.000,"Makassar, Makassar Kota",5 KT - 1 KM - 90 m2
Dijual Rumah full perabot,Rp 2.900.000.000,"Makassar, Makassar Kota",4 KT - 3 KM - 306 m2
Rumah Mewah 2 Lantai Strategis di Hertasning Lama,Rp 5.800.000.000,"Panakkukang, Makassar Kota",4 KT - 5 KM - 335 m2
"BU. Dijual cepat rumah besar 2 lantai,nego sampai deal!!",Rp 1.400.000.000,"Tamalate, Makassar Kota",7 KT - 6 KM - 369 m2
Rumah Premium Kawasan Tanjung Bunga Poros Jln Raya Barombong Makassar,Rp 410.000.000,"Makassar, Makassar Kota",2 KT - 2 KM - 52 m2
Dikontrakkan Rumah Baru dengan Fasilitas Club House,Rp 35.000.000,"Tamalate, Makassar Kota",3 KT - 1 KM - 68 m2
